Cód. CNUC;Nome da UC;Categoria;Coord. Regional;Ano/Criação; Área (hect) ; Perimetro (m) ;Ato legal;Grupo;UF;Municípios;Bioma;Fuso/abrangencia
0000.00.0101;FLORESTA NACIONAL DE PACOTUBA;FLONA;GR 4- SUDESTE;2002; 449,45 ; 16.219,36 ;DEC S/N de 13/12/2002;US;ES;Cachoeiro de Itapemirim.;MATA ATLÂNTICA;24S
0000.00.0102;FLORESTA NACIONAL DE PALMARES;FLONA;GR 2- NORDESTE;2005; 168,21 ; 5.628,72 ;DEC S/N de 21/02/2005;US;PI;Teresina, Altos.;CAATINGA;23S
0000.00.0103;FLORESTA NACIONAL DE PARAOPEBA;FLONA;GR 4- SUDESTE;2001; 203,29 ; 7.842,69 ;Portaria 248 de 18/07/2001;US;MG;Paraopeba.;CERRADO;23S
0000.00.0129;FLORESTA NACIONAL DE PASSA QUATRO;FLONA;GR 4- SUDESTE;1968; 335,37 ; 8.660,01 ;Portaria 562 de 25/10/1968;US;MG;Passa Quatro.;MATA ATLÂNTICA;23S
0000.00.0130;FLORESTA NACIONAL DE PASSO FUNDO;FLONA;GR 5- SUL;1968; 1.333,63 ; 35.475,73 ;Portaria 561 de 25/10/1968;US;RS;Mato Castelhano.;MATA ATLÂNTICA;22S
0000.00.0104;FLORESTA NACIONAL DE PAU-ROSA;FLONA;GR 1 - NORTE;2001; 988.186,72 ; 1.000.135,84 ;DEC S/N de 07/08/2001.;US;AM;Maués, Nova Olinda do Norte.;AMAZÔNIA;21S
0000.00.0131;FLORESTA NACIONAL DE PIRAÍ DO SUL;FLONA;GR 5- SUL;2004; 150,61 ; 6.858,16 ;DEC S/N de 02/06/2004;US;PR;Piraí do Sul.;MATA ATLÂNTICA;22S
0000.00.0105;FLORESTA NACIONAL DE RITÁPOLIS;FLONA;GR 4- SUDESTE;1999; 89,19 ; 4.386,46 ;DEC S/N de 21/09/1999;US;MG;Ritápolis.;MATA ATLÂNTICA;23S
0000.00.0106;FLORESTA NACIONAL DE RORAIMA;FLONA;GR 1 - NORTE;1989; 169.628,70 ; 297.046,54 ;"DEC  97.545, de 01/03/1989; LEI 12.058, de 13/12/2009.";US;AM/RR;Amajari, Alto Alegre, Mucajaí, Iracema, Caracaraí, Barcelos.;AMAZÔNIA;20N
0000.00.0107;FLORESTA NACIONAL DE SANTA ROSA DO PURUS;FLONA;GR 1 - NORTE;2001; 231.556,88 ; 430.163,63 ;DEC S/N de 07/08/2001;US;AC;Feijó, Santa Rosa do Purus.;AMAZÔNIA;19S
0000.00.0108;FLORESTA NACIONAL DE SÃO FRANCISCO;FLONA;GR 1 - NORTE;2001; 21.147,80 ; 83.029,76 ;DEC S/N de 07/08/2001;US;AC;Sena Madureira.;AMAZÔNIA;19S
0000.00.0133;FLORESTA NACIONAL DE SÃO FRANCISCO DE PAULA;FLONA;GR 5- SUL;1968; 1.615,60 ; 22.856,20 ;Portaria 561, de 25/10/1968;US;RS;São Francisco de Paula.;MATA ATLÂNTICA;22S
0000.00.0109;FLORESTA NACIONAL DE SARACÁ-TAQUERA;FLONA;GR 1 - NORTE;1989; 441.287,99 ; 436.696,55 ;DEC  98.704, de 27/12/1989;US;PA;Faro, Terra Santa, Oriximiná.;AMAZÔNIA;21S
0000.00.0110;FLORESTA NACIONAL DE SILVÂNIA;FLONA;GR 3 - CENTRO-OESTE;2001; 486,61 ; 8.680,08 ;Portaria 247, de 18/07/2001;US;GO;Silvânia.;CERRADO;22S
0000.00.0111;FLORESTA NACIONAL DE SOBRAL;FLONA;GR 2- NORDESTE;1967; 661,02 ; 12.689,05 ;Portaria 358, de 27/09/2001;US;CE;Sobral.;CAATINGA;24S
0000.00.0112;FLORESTA NACIONAL DE TEFÉ;FLONA;GR 1 - NORTE;1989; 865.126,62 ; 757.551,22 ;DEC  97.629, de 10/04/1989.;US;AM;Juruá, Uarini, Alvarães, Tefé, Carauari.;AMAZÔNIA;20S
0000.00.0134;FLORESTA NACIONAL DE TRÊS BARRAS;FLONA;GR 5- SUL;1968; 4.385,36 ; 43.339,44 ;Portaria 560 de 25/12/1968;US;SC;Três Barras.;MATA ATLÂNTICA;22S
0000.00.3408;FLORESTA NACIONAL DE URUPADI;FLONA;GR 1 - NORTE;2016; 538.081,09 ; 629.140,37 ;DEC S/N de 11/05/2016;US;AM;Maués.;AMAZÔNIA;21S
0000.00.0271;FLORESTA NACIONAL DO AMANA;FLONA;GR 1 - NORTE;2006; 682.561,02 ; 474.995,35 ;"DEC S/N de 13/02/2006; DEC S/N de 11/05/2016";US;PA/AM;Jacareacanga, Itaituba, Maués.;AMAZÔNIA;21S
0000.00.0113;FLORESTA NACIONAL DO AMAPÁ;FLONA;GR 1 - NORTE;1989; 460.359,14 ; 409.296,52 ;DEC  97.630, de 10/04/1989.;US;AP;Ferreira Gomes, Pracuúba, Amapá.;AMAZÔNIA;22N
0000.00.0114;FLORESTA NACIONAL DO AMAZONAS;FLONA;GR 1 - NORTE;1989; 1.944.230,09 ; 2.204.539,53 ;DEC  97.546, de 01/03/1989.;US;AM/RR;Barcelos, Santa Isabel do Rio Negro.;AMAZÔNIA;20N e 20S
0000.00.0115;FLORESTA NACIONAL DO ARARIPE-APODI;FLONA;GR 2- NORDESTE;1946; 38.920,06 ; 134.057,10 ;"DEC-LEI  9.226, de 02/05/1946; DEC S/N de 05/06/2012";US;CE;Santana do Cariri, Crato, Barbalha, Missão Velha.;CAATINGA;24S
0000.00.3409;FLORESTA NACIONAL DO ARIPUANÃ;FLONA;GR 1 - NORTE;2016; 751.302,17 ; 684.894,40 ;DEC S/N de 11/05/2016;US;AM;Apuí, Manicoré, Novo Aripuanã.;AMAZÔNIA;20S
0000.00.0116;FLORESTA NACIONAL DO BOM FUTURO;FLONA;GR 1 - NORTE;1988; 100.075,13 ; 317.401,85 ;"DEC  96.188 de 21/06/1988; LEI  12249 de 11/06/2010";US;RO;Porto Velho.;AMAZÔNIA;20S
0000.00.0270;FLORESTA NACIONAL DO CREPORI;FLONA;GR 1 - NORTE;2006; 740.396,47 ; 626.409,29 ;"DEC S/N de 13/02/2006; LEI 12.678 de 25/06/2012";US;PA;Jacareacanga.;AMAZÔNIA;21S
0000.00.0269;FLORESTA NACIONAL DO IBURA;FLONA;GR 2- NORDESTE;2005; 144,14 ; 5.629,35 ;DEC S/N de 19/09/2005.;US;SE;Nossa Senhora do Socorro, Laranjeiras.;MATA ATLÂNTICA;24S
0000.00.1612;FLORESTA NACIONAL DO IQUIRI;FLONA;GR 1 - NORTE;2008; 1.472.609,77 ; 1.270.628,06 ;DEC S/N de 08/05/2008;US;AM;Lábrea.;AMAZÔNIA;19S e 20S
0000.00.0117;FLORESTA NACIONAL DO ITACAIUNAS;FLONA;GR 1 - NORTE;1998; 136.700,66 ; 276.637,52 ;DEC  2.480, de 02/02/1998.;US;PA;Marabá.;AMAZÔNIA;22S
0000.00.0266;FLORESTA NACIONAL DO JAMANXIM;FLONA;GR 1 - NORTE;2006; 1.301.697,46 ; 855.655,74 ;DEC S/N de 13/02/2006;US;PA;Novo Progresso.;AMAZÔNIA;21S
0000.00.0118;FLORESTA NACIONAL DO JAMARI;FLONA;GR 1 - NORTE;1984; 222.156,58 ; 229.217,25 ;DEC  90.224, de 25/09/1984;US;RO;Candeias do Jamari, Itapuã do Oeste, Cujubim.;AMAZÔNIA;20S
0000.00.0119;FLORESTA NACIONAL DO JATUARANA;FLONA;GR 1 - NORTE;2002; 569.428,44 ; 439.402,19 ;DEC S/N de 19/09/2002;US;AM;Apuí.;AMAZÔNIA;21S
0000.00.0120;FLORESTA NACIONAL DO MACAUÃ;FLONA;GR 1 - NORTE;1988; 176.347,36 ; 301.596,35 ;DEC  96.189, de 21/06/1988;US;AC;Sena Madureira.;AMAZÔNIA;19S
0000.00.0121;FLORESTA NACIONAL DO PURUS;FLONA;GR 1 - NORTE;1988; 256.122,97 ; 376.741,15 ;DEC   96.190 de 21/06/1988;US;AM;Pauini.;AMAZÔNIA;19S
0000.00.0122;FLORESTA NACIONAL DO RIO PRETO;FLONA;GR 4- SUDESTE;1990; 2.817,40 ; 41.874,29 ;DEC  98.845 de 17/01/1990;US;ES;Conceição da Barra.;MATA ATLÂNTICA;24S
0000.00.0123;FLORESTA NACIONAL DO TAPAJÓS;FLONA;GR 1 - NORTE;1974; 530.620,65 ; 546.203,11 ;"DEC  73.684 de 19/02/1974; LEI Nº 12.678, DE 25/06/2012";US;PA;Aveiro, Belterra, Rurópolis, Placas.;AMAZÔNIA;21S
0000.00.0124;FLORESTA NACIONAL DO TAPIRAPÉAQUIRI;FLONA;GR 1 - NORTE;1989; 196.506,47 ; 323.152,12 ;DEC  97.720 de 05/05/1989;US;PA;São Félix do Xingu, Marabá.;AMAZÔNIA;22S
0000.00.0265;FLORESTA NACIONAL DO TRAIRÃO;FLONA;GR 1 - NORTE;2006; 257.529,34 ; 425.236,17 ;DEC S/N de 13/02/2006;US;PA;Rurópolis, Trairão, Itaituba.;AMAZÔNIA;21S
0000.00.0126;FLORESTA NACIONAL MAPIÁ - INAUINI;FLONA;GR 1 - NORTE;1989; 368.950,44 ; 537.553,79 ;DEC  98.051 de 14/08/1989;US;AM;Boca do Acre, Pauini.;AMAZÔNIA;19S
0000.00.0127;FLORESTA NACIONAL MÁRIO XAVIER;FLONA;GR 4- SUDESTE;1986; 495,99 ; 11.405,72 ;DEC  93.369 de 08/10/1986;US;RJ;Seropédica.;MATA ATLÂNTICA;23S
0000.00.3642;MONUMENTO NATURAL DAS ILHAS DE TRINDADE E MARTIM VAZ E DO MONTE COLUMBIA;MONA;GR 2- NORDESTE;2018; 6.769.671,75 ; 1.490.042,71 ;DEC 9.312 de 19/03/2018;PI;BA;;MARINHO COSTEIRO;25S e 26S
0000.00.0034;MONUMENTO NATURAL DO ARQUIPÉLAGO DAS ILHAS CAGARRAS;MONA;GR 4- SUDESTE;2010; 91,20 ; 10.261,28 ;LEI 12.229 de 13/04/2010;PI;RJ;Rio de Janeiro.;MARINHO COSTEIRO;23S
0000.00.3644;MONUMENTO NATURAL DO ARQUIPÉLAGO DE SÃO PEDRO E SÃO PAULO;MONA;GR 2- NORDESTE;2018; 4.726.317,84 ; 929.045,18 ;DEC 9.313 de 19/03/2018;PI;PB;;MARINHO COSTEIRO;25S e 26S
0000.00.1812;MONUMENTO NATURAL DO RIO SÃO FRANCISCO;MONA;GR 2- NORDESTE;2009; 26.736,70 ; 194.339,82 ;DEC S/N, de 05/06/2009;PI;BA/SE/AL;Piranhas, Olho d´água do Cassado, Delmiro Gouveira, Paulo Afonso, Canindé do São Francisco.;CAATINGA;24S
0000.00.0181;MONUMENTO NATURAL DOS PONTÕES CAPIXABAS;MONA;GR 4- SUDESTE;2002; 17.443,63 ; 108.141,09 ;"DEC S/N de 19/12/2002; Lei ordinária nº 11.686, de 02/06/2008";PI;ES;Pancas, Águia Branca.;MATA ATLÂNTICA;24S
0000.00.0135;PARQUE NACIONAL CAVERNAS DO PERUAÇU;PARNA;GR 4- SUDESTE;1999; 56.449,00 ; 227.669,97 ;DEC S/N de 21/09/1999;PI;MG;São João das Missões, Itacarambi, Januária.;CERRADO;23S
0000.00.0136;PARQUE NACIONAL DA AMAZÔNIA;PARNA;GR 1 - NORTE;1974; 1.066.208,10 ; 1.803.468,58 ;"DEC 73.683, DE 19/02/1974; DEC 90.823, DE 18/01/1985; DEC S/N DE 13/02/2006; LEI 12.678, de 25/07/2012 
";PI;AM/PA;Aveiro, Itaituba, Maués.;AMAZÔNIA;21S
0000.00.0137;PARQUE NACIONAL DA CHAPADA DA DIAMANTINA;PARNA;GR 2- NORDESTE;1985; 151.946,37 ; 371.585,01 ;DEC 91.655, de 17/09/1985;PI;BA;Palmeiras, Lençóis, Andaraí, Itaeté, Ibicoara, Mucugê.;CAATINGA;24S
0000.00.0272;PARQUE NACIONAL DA CHAPADA DAS MESAS;PARNA;GR 2- NORDESTE;2005; 159.953,78 ; 361.405,97 ;"DEC DE 12 DE DEZEMBRO DE 2005; DEC de S/N 31/01/2006";PI;MA;Estreito, Carolina, Riachão.;CERRADO;23S
0000.00.0138;PARQUE NACIONAL DA CHAPADA DOS GUIMARÃES;PARNA;GR 3 - CENTRO-OESTE;1989; 32.646,83 ; 113.073,42 ;DEC 97.656, de 12/04/1989;PI;MT;Chapada dos Guimarães, Cuiabá.;CERRADO;21S
0000.00.0139;PARQUE NACIONAL DA CHAPADA DOS VEADEIROS;PARNA;GR 3 - CENTRO-OESTE;1961; 240.586,56 ; 608.397,91 ;"DEC 49.875, de 11/01/1961; DEC 70.492, de 11/05/1972; DEC Nº 86.173, DE 2 DE JULHO DE 1981; DEC 86.596, de 17/11/1981; DEC S/N, de 27/09/2001; DEC S/N de 05/06/2017.";PI;GO;Cavalcante, Alto Paraíso de Goiás, Nova Roma, Teresina de Góias, São João da Aliança.;CERRADO;23S
0000.00.2633;PARQUE NACIONAL DA FURNA FEIA;PARNA;GR 2- NORDESTE;2012; 8.517,63 ; 71.982,23 ;DEC S/N, de 05/06/2012;PI;RN;Baraúna, Mossoró.;CAATINGA;24S
0000.00.0140;PARQUE NACIONAL DA LAGOA DO PEIXE;PARNA;GR 5- SUL;1986; 36.721,93 ; 140.474,81 ;DEC 93.546, de 06/11/1986;PI;RS;Mostardas, Tavares.;PAMPA;22S
0000.00.0141;PARQUE NACIONAL DA RESTINGA DE JURUBATIBA;PARNA;GR 4- SUDESTE;1998; 14.919,46 ; 118.917,65 ;DEC S/N, de 29/04/1998;PI;RJ;Quissamã, Carapebus, Macaé.;MATA ATLÂNTICA;24S
0000.00.0142;PARQUE NACIONAL DA SERRA DA BOCAINA;PARNA;GR 4- SUDESTE;1971; 106.566,42 ; 561.521,43 ;"DEC 68.172, de 04/02/1971; DEC 70.694, de 08/06/1972";PI;RJ/SP;São José do Barreiro, Areias, Angra dos Reis, Parati, Cunha, Ubatuba, Bananal.;MATA ATLÂNTICA;23S
0000.00.0143;PARQUE NACIONAL DA SERRA DA BODOQUENA;PARNA;GR 3 - CENTRO-OESTE;2000; 76.973,53 ; 301.011,86 ;DEC S/N, de 21/09/2000;PI;MS;Jardim, Bonito, Porto Murtinho, Bodoquena.;CERRADO;21S
0000.00.0144;PARQUE NACIONAL DA SERRA DA CANASTRA;PARNA;GR 4- SUDESTE;1972; 197.971,96 ; 811.048,30 ;DEC 70.355, de 03/04/1972;PI;MG;Sacramento, São Roque de Minas, Vargem Bonita, Capitólio, São João Batista do Glória, São João Batis.;CERRADO;23S
0000.00.0145;PARQUE NACIONAL DA SERRA DA CAPIVARA;PARNA;GR 2- NORDESTE;1979; 100.764,19 ; 195.773,34 ;"DEC 83.548, de 05/06/1979; DEC 99.143, de 12/03/1990";PI;PI;João Costa, Brejo do Piauí, São Raimundo Nonato, Coronel José Dias.;CAATINGA;23S
0000.00.0146;PARQUE NACIONAL DA SERRA DAS CONFUSÕES;PARNA;GR 2- NORDESTE;1998; 823.854,54 ; 2.414.675,92 ;"DEC S/N, de 02/10/1998; DEC S/N, de 30/12/2010";PI;PI;Cristino Castro, Canto do Buriti, Tamboril do Piauí, Jurema, Guaribas.;CERRADO;23S
0000.00.1909;PARQUE NACIONAL DA SERRA DAS LONTRAS;PARNA;GR 2- NORDESTE;2010; 11.343,84 ; 102.521,91 ;DEC S/N, de 11/06/2010;PI;BA;Arataca, Uma.;MATA ATLÂNTICA;24S
0000.00.0148;PARQUE NACIONAL DA SERRA DO CIPÓ;PARNA;GR 4- SUDESTE;1984; 31.639,53 ; 112.561,11 ;"DEC 90.223, de 25/09/1984; DEC 94.984, de 30/09/1987";PI;MG;Morro do Pilar, Santana do Riacho, Jaboticatubas, Itambé do Mato Dentro.;CERRADO;23S
0000.00.0149;PARQUE NACIONAL DA SERRA DO DIVISOR;PARNA;GR 1 - NORTE;1989; 837.559,63 ; 830.792,70 ;DEC 97.839, de 16/06/1989;PI;AC;Mâncio Lima, Rodrigues Alves, Cruzeiro do Sul, Porto Walter, Marechal Thaumaturgo.;AMAZÔNIA;18S
0000.00.3136;PARQUE NACIONAL DA SERRA DO GANDARELA;PARNA;GR 4- SUDESTE;2014; 31.270,83 ; 205.940,39 ;DEC S/N, de 13/10/2014;PI;MG;Nova Lima, Raposos, Caeté, Santa Bárbara, Mariana, Ouro Preto, Itabirito, Rio Acima.;MATA ATLÂNTICA;23S
0000.00.0150;PARQUE NACIONAL DA SERRA DO ITAJAÍ;PARNA;GR 5- SUL;2004; 56.918,11 ; 237.613,72 ;"DEC S/N, de 04/06/2004; DEC S/N, de 20/02/2006";PI;SC;Blumenau, Indaial, Gaspar, Guabiruba, Botuverá, Vidal Ramos, Presidente Nereu, Apiúna, Brusque.;MATA ATLÂNTICA;22S
0000.00.0151;PARQUE NACIONAL DA SERRA DO PARDO;PARNA;GR 1 - NORTE;2005; 445.413,45 ; 316.799,68 ;DEC S/N, de 17/02/2005;PI;PA;São Félix do Xingu, Altamira.;AMAZÔNIA;22S
0000.00.0152;PARQUE NACIONAL DA SERRA DOS ORGÃOS;PARNA;GR 4- SUDESTE;1984; 20.020,75 ; 114.272,00 ;"DEC 1.822, de 30/11/1939 ;DEC 90.023, de 02/08/1984 ;DEC S/N, de 13/09/2008";PI;RJ;Teresópolis, Petrópolis, Magé, Guapimirim.;MATA ATLÂNTICA;23S
0000.00.0153;PARQUE NACIONAL DA SERRA GERAL;PARNA;GR 5- SUL;1992; 17.302,01 ; 104.933,43 ;DEC 531, de 20/05/1992;PI;SC/RS;Jacinto Machado, Praia Grande, Cambará do Sul.;MATA ATLÂNTICA;22S
0000.00.0154;PARQUE NACIONAL DA TIJUCA;PARNA;GR 4- SUDESTE;1961; 3.958,51 ; 88.484,48 ;"DEC 50.923, de 06/07/1961 ;DEC 60.183, de 08/02/1967 ;DEC 70.186, de 23/02/1972 ;DEC S/N, de 03/06/2004";PI;RJ;Rio de Janeiro.;MATA ATLÂNTICA;23S
0000.00.0262;PARQUE NACIONAL DAS ARAUCÁRIAS;PARNA;GR 5- SUL;2005; 12.809,59 ; 180.769,14 ;DEC S/N, de 19/10/2005;PI;SC;Passos Maia, Ponte Serrada.;MATA ATLÂNTICA;22S
0000.00.0155;PARQUE NACIONAL DAS EMAS;PARNA;GR 3 - CENTRO-OESTE;1961; 132.787,86 ; 191.026,97 ;"DEC 49.874, de 11/01/1961; DEC 70.375, de 06/04/1972";PI;MS/GO;Mineiros, Chapadão do Céu.;CERRADO;22S
0000.00.0156;PARQUE NACIONAL DAS NASCENTES DO RIO PARNAÍBA;PARNA;GR 2- NORDESTE;2002; 749.774,18 ; 878.773,02 ;"DEC S/N, de 16/07/2002; LEI 13.090, de 12/01/2015";PI;MA/PI/BA;São Félix do Tocantins, Alto Parnaíba, Barreiras do Piauí, Barreiras do Piauí, São Gonçalo do Gurguéia, Corrente, Formosa do Rio Preto, Gibués, Lizarda, Mateiros.;CERRADO;23S
0000.00.0157;PARQUE NACIONAL DAS SEMPRE-VIVAS;PARNA;GR 4- SUDESTE;2002; 124.155,90 ; 168.692,60 ;DEC S/N, de 13/12/2002;PI;MG;Buenópolis, Bocaiúva, Olhos-d'Água, Diamantina.;CERRADO;23S
0000.00.0049;PARQUE NACIONAL DE ANAVILHANAS;PARNA;GR 1 - NORTE;1981; 350.243,31 ; 445.682,32 ;"DEC 86.061, de 02/06/1981;LEI 11.799, de 29/10/2008";PI;AM;Novo Airão, Manaus.;AMAZÔNIA;20S
0000.00.0158;PARQUE NACIONAL DE APARADOS DA SERRA;PARNA;GR 5- SUL;1959; 13.148,14 ; 64.971,43 ;"DEC 47.446, de 17/12/1959;DEC 70.296, de 17/03/1972";PI;SC/RS;Cambará do Sul, Praia Grande.;MATA ATLÂNTICA;22S
0000.00.1908;PARQUE NACIONAL DE BOA NOVA;PARNA;GR 2- NORDESTE;2010; 12.065,47 ; 129.042,44 ;DEC S/N, de 11/06/2010;PI;BA;Boa Nova, Manoel Vitorino, Dário Meira.;MATA ATLÂNTICA;24S
0000.00.0159;PARQUE NACIONAL DE BRASÍLIA;PARNA;GR 3 - CENTRO-OESTE;1961; 42.355,54 ; 186.403,17 ;"DEC 241, de 29/11/1961; LEI 11.285, de 09/03/2006";PI;DF;Brasília, Padre Bernardo, Planaltina.;CERRADO;23S
0000.00.0160;PARQUE NACIONAL DE CAPARAÓ;PARNA;GR 4- SUDESTE;1961; 31.763,29 ; 139.067,40 ;"DEC 50.646, de 24/05/1961; DEC S/N, de 20/11/1991; DEC S/N, de 20/11/1997";PI;ES/MG;Irupi, Iúna, Alto Jequitibá, Alto Caparaó, Caparaó, Espera Feliz, Ibitirama, Divino de São Lourenço, Dores do Rio Preto.;MATA ATLÂNTICA;24S
0000.00.0161;PARQUE NACIONAL DE ILHA GRANDE;PARNA;GR 5- SUL;1997; 76.138,19 ; 891.463,95 ;DEC S/N, de 30/09/1997;PI;MS/PR;Mundo Novo, Eldorado, Naviraí, Itaquiraí, Altônia, São Jorge do Patrocínio, Alto Paraíso, Guaíra, Icaraíma.;MATA ATLÂNTICA;22S
0000.00.0184;PARQUE NACIONAL DE ITATIAIA;PARNA;GR 4- SUDESTE;1937; 28.086,35 ; 103.981,27 ;"DEC 1.713, de 14/06/1937; DEC 87.586, de 20/09/1982";PI;MG/RJ;Itamonte, Resende, Itatiaia, Bocaina de Minas.;MATA ATLÂNTICA;23S
0000.00.0162;PARQUE NACIONAL DE JERICOACOARA;PARNA;GR 2- NORDESTE;2002; 8.855,47 ; 55.469,56 ;"DEC S/N, de 04/02/2002; LEI 11.486, de 15/06/2007";PI;CE;Cruz, Jijoca de Jericoacoara.;CAATINGA;24S
0000.00.0163;PARQUE NACIONAL DE PACAÁS NOVOS;PARNA;GR 1 - NORTE;1979; 708.669,90 ; 608.977,96 ;DEC 84.019, de 21/09/1979;PI;RO;Nova Mamoré, Campo Novo de Rondônia, Governador Jorge Teixeira, Alvorada D'Oeste, São Miguel do Guaporé, Guajará-Mirim, Mirante da Serra.;AMAZÔNIA;20S
0000.00.0164;PARQUE NACIONAL DE SAINT-HILAIRE/LANGE;PARNA;GR 5- SUL;2001; 24.352,43 ; 163.082,62 ;LO 10.227, de 23/05/2001;PI;PR;Morretes, Paranaguá, Matinhos, Guaratuba.;MATA ATLÂNTICA;22S
0000.00.0165;PARQUE NACIONAL DE SÃO JOAQUIM;PARNA;GR 5- SUL;1961; 49.672,38 ; 173.525,08 ;"DEC 50.922, de 06/07/1961; LEI 13273, de15/04/2016";PI;SC;Urubici, Grão Pará, Orleans, Lauro Muller, Bom Jardim da Serra.;MATA ATLÂNTICA;22S
0000.00.0166;PARQUE NACIONAL DE SETE CIDADES;PARNA;GR 2- NORDESTE;1961; 6.303,74 ; 32.698,20 ;DEC 50.744, de 05/06/1961;PI;PI;Piracuruca, Brasileira.;CAATINGA;24S
0000.00.0167;PARQUE NACIONAL DE UBAJARA;PARNA;GR 2- NORDESTE;1959; 6.269,51 ; 62.409,74 ;"DEC 45.954, de 30/04/1959; DEC 72.144, de 26/04/1973; DEC S/N, de 13/12/2002";PI;CE;Ubajara, Frecheirinha, Tianguá.;CAATINGA;24S
0000.00.3410;PARQUE NACIONAL DO ACARI;PARNA;GR 1 - NORTE;2016; 896.410,95 ; 490.321,42 ;DEC S/N de 11/05/2016;PI;AM;Apuí, Borba, Novo Aripuanã.;AMAZÔNIA;21S
0000.00.1910;PARQUE NACIONAL DO ALTO CARIRI;PARNA;GR 2- NORDESTE;2010; 19.238,26 ; 150.548,78 ;DEC S/N, de 11/06/2010;PI;BA;Guaratinga.;MATA ATLÂNTICA;24S
0000.00.0168;PARQUE NACIONAL DO ARAGUAIA;PARNA;GR 3 - CENTRO-OESTE;1959; 555.524,44 ; 536.086,94 ;"DEC 47.570, de 31/12/1959; DEC 84.844, de 24/06/1980";PI;TO;Pium, Lagoa da Confusão.;CERRADO;22S
0000.00.3652;PARQUE NACIONAL DO BOQUEIRÃO DA ONÇA;PARNA;GR 2- NORDESTE;2018; 346.908,10 ; 776.645,72 ;DEC 9.336 de 05/04/2018;PI;BA;Sento Sé, Juazeiro, Sobradinho e Campo Formoso.;CAATINGA;23S e 24S
0000.00.0169;PARQUE NACIONAL DO CABO ORANGE;PARNA;GR 1 - NORTE;1980; 657.327,77 ; 512.897,97 ;DEC 84.913, de 15/07/1980;PI;AP;Oiapoque, Calçoene.;AMAZÔNIA;22N
0000.00.0170;PARQUE NACIONAL DO CATIMBAU;PARNA;GR 2- NORDESTE;2002; 62.295,10 ; 146.020,27 ;DEC S/N, de 13/12/2002;PI;PE;Ibimirim, Tupanatinga, Buíque.;CAATINGA;24S
0000.00.0171;PARQUE NACIONAL DO DESCOBRIMENTO;PARNA;GR 2- NORDESTE;1999; 22.694,26 ; 156.593,42 ;DEC S/N, de 05/06/2012;PI;BA;Prado.;MATA ATLÂNTICA;24S
0000.00.0172;PARQUE NACIONAL DO IGUAÇU;PARNA;GR 5- SUL;1939; 169.697,06 ; 408.487,30 ;"DEC  1.035, de 10/01/1939; DEC 86.676, de 01/12/1981";PI;PR;Céu Azul, Matelândia, Serranópolis do Iguaçu, São Miguel do Iguaçu, Foz do Iguaçu, Capanema, Capitão Leonidas Marques, Lindoeste, Santa tereza do Oeste, Santa Terezinha do Itaipu.;MATA ATLÂNTICA;21S
0000.00.0267;PARQUE NACIONAL DO JAMANXIM;PARNA;GR 1 - NORTE;2006; 862.895,27 ; 835.539,57 ;"DEC S/N de 13/02/2006; LEI 13.452 de 19/06/2017";PI;PA;Trairão, Itaituba.;AMAZÔNIA;21S
0000.00.0173;PARQUE NACIONAL DO JAÚ;PARNA;GR 1 - NORTE;1980; 2.367.357,47 ; 1.158.790,89 ;DEC 85.200 de 24/09/1980;PI;AM/RR;Novo Airão, Barcelos.;AMAZÔNIA;20S
0000.00.0281;PARQUE NACIONAL DO JURUENA;PARNA;GR 3 - CENTRO-OESTE;2006; 1.958.014,42 ; 1.298.682,77 ;DEC S/N de 05/06/2006;PI;AM/MT;Apuí, Maués, Apiacás, Nova Bandeirantes, Cotriguaçu.;AMAZÔNIA;21S
0000.00.0174;PARQUE NACIONAL DO MONTE RORAIMA;PARNA;GR 1 - NORTE;1989; 116.749,24 ; 314.386,76 ;DEC 97.887, de 28/06/1989;PI;RR;Uiramutã.;AMAZÔNIA;20N
0000.00.0175;PARQUE NACIONAL DO PANTANAL MATO-GROSSENSE;PARNA;GR 3 - CENTRO-OESTE;1981; 135.922,65 ; 302.450,59 ;DEC 86.392, de 24/09/1981;PI;MS/MT;Poconé.;PANTANAL;21S
0000.00.0176;PARQUE NACIONAL DO PAU BRASIL;PARNA;GR 2- NORDESTE;1999; 18.934,55 ; 92.210,94 ;DEC S/N, de 11/06/2010;PI;BA;Porto Seguro.;MATA ATLÂNTICA;24S
0000.00.0177;PARQUE NACIONAL DO PICO DA NEBLINA;PARNA;GR 1 - NORTE;1979; 2.252.638,59 ; 973.850,94 ;DEC 83.550, de 05/06/1979;PI;AM;Santa Isabel do Rio Negro, São Gabriel da Cachoeira.;AMAZÔNIA;19N, 19S, 20N e 20S
0000.00.0264;PARQUE NACIONAL DO RIO NOVO;PARNA;GR 1 - NORTE;2006; 538.157,15 ; 735.678,44 ;DEC S/N, de 13/02/2006;PI;PA;Novo Progresso, Itaituba, Jacarecanga.;AMAZÔNIA;21S
0000.00.0178;PARQUE NACIONAL DO SUPERAGUI;PARNA;GR 5- SUL;1989; 33.860,64 ; 158.915,24 ;"DEC 97.688 de 25/04/1989; DEC 9.513 de 20/11/1997";PI;SP/PR;Guaraqueçaba.;MATA ATLÂNTICA;22S
